810;437.524;436.689;436.17;435.832
820;437.488;436.637;436.115;435.781
830;437.452;436.587;436.064;435.733
840;437.413;436.537;436.016;435.69
850;437.378;436.495;435.976;435.655
860;437.344;436.457;435.941;435.627
870;437.314;436.425;435.915;435.606
880;437.285;436.396;435.892;435.59
890;437.256;436.371;435.875;435.58
900;437.236;436.357;435.867;435.579
910;437.22;436.349;435.867;435.584
920;437.205;436.344;435.869;435.592
930;437.198;436.347;435.88;435.607
940;437.193;436.354;435.893;435.624
950;437.195;436.365;435.909;435.641
960;437.2;436.38;435.926;435.658
970;437.209;436.396;435.941;435.67
980;437.221;436.411;435.953;435.676
990;437.235;436.424;435.958;435.672
1000;437.252;436.432;435.951;435.65
1010;437.268;436.431;435.928;435.607
1020;437.284;436.419;435.886;435.537
1030;437.296;436.391;435.817;435.432
1040;437.303;436.342;435.715;435.283
1050;437.304;436.267;435.567;435.073
1060;437.296;436.154;435.358;434.782
1070;437.278;436.002;435.084;434.401
1080;437.246;435.797;434.72;433.9
1090;437.199;435.534;434.259;433.265
1100;437.137;435.214;433.699;432.495
1110;437.051;434.796;432.971;431.496
1120;436.938;434.264;432.05;430.232
1130;436.795;433.606;430.912;428.671
1140;436.626;432.831;429.574;426.838
1150;436.414;431.867;427.917;424.574
1160;436.164;430.732;425.977;421.937
1170;435.864;429.378;423.68;418.834
1180;435.5;427.748;420.945;415.173
1190;435.076;425.87;417.839;411.06
1200;434.575;423.68;414.272;406.397
1210;434.001;421.213;410.333;401.324
1220;433.303;418.275;405.745;395.516
1230;432.522;415.067;400.853;389.437
1240;431.608;411.42;395.44;382.843
1250;430.58;407.452;389.721;376.023
1260;429.401;403.069;383.593;368.874
1270;428.034;398.195;376.994;361.344
1280;426.497;392.957;370.137;353.701
1290;424.815;387.495;363.224;346.17
1300;422.916;381.635;356.054;338.528
1310;420.767;375.364;348.645;330.806
1320;418.393;368.822;341.165;323.166
1330;415.775;362.022;333.643;315.635
1340;412.853;354.887;325.999;308.122
1350;409.768;347.822;318.666;301.048
1360;406.343;340.452;311.229;293.98
1370;402.599;332.897;303.809;287.031
1380;398.558;325.253;296.485;280.254
1390;394.185;317.504;289.237;273.628
1400;389.418;309.585;281.985;267.061
1410;384.401;301.798;275.012;260.815
1420;378.956;293.859;268.019;254.59
1430;373.014;285.728;260.97;248.352
1440;366.744;277.682;254.097;242.305
1450;360.24;269.847;247.496;236.523
1460;353.376;262.051;240.992;230.842
1470;346.072;254.248;234.551;225.233
1480;338.506;246.602;228.281;219.775
1490;330.4;238.85;221.961;214.273
1500;322.254;231.468;215.971;209.058
1510;313.904;224.241;210.109;203.939
1520;305.087;216.975;204.228;198.795
1530;295.911;209.757;198.388;193.674
1540;286.645;202.786;192.744;188.712
1550;277.011;195.834;187.105;183.735
1560;267.229;189.035;181.568;178.826
1570;257.484;182.503;176.229;174.07
1580;247.609;176.122;170.992;169.386
1590;237.673;169.893;165.845;164.756
1600;227.706;163.817;160.79;160.182
1610;217.953;158.042;155.955;155.782
1620;208.212;152.401;151.187;151.413
1630;198.604;146.964;146.549;147.135
1640;189.093;141.689;142.004;142.91
1650;179.672;136.538;137.514;138.703
1660;170.736;131.761;133.307;134.73
1670;161.7;126.962;129.016;130.637
1680;153.079;122.455;124.931;126.703
1690;144.849;118.188;120.995;122.867
1700;136.776;114.058;117.113;119.035
1710;129.009;110.153;113.366;115.282
1720;121.824;106.586;109.842;111.681
1730;114.699;103.105;106.262;107.921
1740;107.985;99.9567;102.82;104.15
1750;101.563;97.1289;99.2738;99.8763
1760;95.4926;-nan;-nan;-nan
1770;-nan;-nan;-nan;-nan
